latitude|longitude|name
48.917194|11.407995|Hocha Seepegel, bayern, germany
48.917194|11.407995|Hocha Perlseeabfluss, bayern, germany
48.917194|11.407995|Rötz Speicherzufluss, bayern, germany
48.917194|11.407995|Eixendorf Seepegel, bayern, germany
48.917194|11.407995|Eixendorf Speicherabfluss, bayern, germany
47.995529|12.17184|Warnbach, bayern, germany
49.437642|12.583596|Tiefenbach, bayern, germany
48.917194|11.407995|Witzelsmühle Seepegel, bayern, germany
48.917194|11.407995|Witzelsmühle Silberseeabfluss, bayern, germany
49.432201|12.4599|Untereppenried, bayern, germany
49.494801|12.4453|Gartenried, bayern, germany
49.40958|12.30233|Fronhof, bayern, germany
49.450031|11.98613|Unterpennading, bayern, germany
49.632332|11.81805|Gressenwöhr, bayern, germany
49.610192|11.807758|Vilseck, bayern, germany
49.5332|11.800735|Hahnbach, bayern, germany
49.446871|11.862729|Amberg, bayern, germany
49.26847|11.921|Schmidmühlen, bayern, germany
49.20293|11.94569|Dietldorf, bayern, germany
48.56229|13.12472|Langenbruck, bayern, germany
49.764172|12.10787|Obersdorf, bayern, germany
49.446871|11.862729|Amberg, bayern, germany
48.194163|12.695194|Kastl, bayern, germany
48.375013|12.079842|Stettkirchen, bayern, germany
48.366692|11.70374|Pulling, bayern, germany
49.197788|12.749889|Chamerau, bayern, germany
49.220479|12.662892|Cham, bayern, germany
47.794926|12.533549|Kienhof, bayern, germany
49.196722|12.269519|Nittenau, bayern, germany
48.853771|12.99344|Marienthal, bayern, germany
49.014722|13.233211|Zwiesel, bayern, germany
49.03864|12.994765|Teisnach, bayern, germany
48.862728|13.48394|Sägmühle, bayern, germany
48.917194|11.407995|Viechtach Reibenmühle, bayern, germany
49.014722|13.233211|Zwiesel, bayern, germany
49.555315|11.535814|Hirschbach, bayern, germany
48.917194|11.407995|TWT Frauenau Seepegel, bayern, germany
48.917194|11.407995|Lohmannmühle, bayern, germany
49.03864|12.994765|Teisnach, bayern, germany
49.175358|13.104796|Lohberg, bayern, germany
49.17366|12.85658|Kötzting, bayern, germany
47.599191|11.42364|Gogl-Mühle, bayern, germany
49.30009|12.915685|Eschlkam, bayern, germany
49.30699|12.84503|Furth i. Wald, bayern, germany
49.243938|12.73065|Kothmaißling, bayern, germany
49.288361|12.9221|Leming, bayern, germany
49.319698|12.88743|Ösbühl, bayern, germany
49.692169|12.38688|Hammermühle, bayern, germany
48.93818|12.194911|Köfering, bayern, germany
48.91494|12.42781|Schönach, bayern, germany
48.791901|12.28408|Grafentraubach, bayern, germany
48.809755|12.565885|Salching, bayern, germany
48.818939|12.70094|Haberkofen, bayern, germany
48.831323|12.962201|Deggendorf, bayern, germany
47.441778|11.260956|Mittenwald, bayern, germany
48.917194|11.407995|Rißbachdüker, bayern, germany
48.917194|11.407995|Sylvensteinsee Gesamtzufluss, bayern, germany
48.917194|11.407995|Sylvensteinsee Seepegel, bayern, germany
48.917194|11.407995|Sylvensteinsee Abfluss, bayern, germany
48.917194|11.407995|Sylvenstein, bayern, germany
47.680233|11.575157|Lenggries, bayern, germany
47.794926|12.533549|Bad Tölz B472, bayern, germany
50.08911|9.143986|Bad Tölz Brücke, bayern, germany
47.919571|11.4494|Puppling, bayern, germany
48.019187|11.486799|Baierbrunn, bayern, germany
48.136415|11.577531|München, bayern, germany
48.217245|11.717915|Speichersee Ismaning, bayern, germany
48.400795|11.743765|Freising, bayern, germany
48.886753|12.917398|Landshut Birket, bayern, germany
48.917194|11.407995|Landshut Flutmulde, bayern, germany
48.672821|12.69422|Landau, bayern, germany
48.778312|12.871223|Plattling, bayern, germany
48.917194|11.407995|Klamm, bayern, germany
50.26498|10.90541|Weidach, bayern, germany
47.441778|11.260956|Mittenwald, bayern, germany
48.917194|11.407995|Rißbachklamm, bayern, germany
48.917194|11.407995|Fischbachwehr Gesamtzufluss, bayern, germany
48.917194|11.407995|Fischbachwehr Abfluss, bayern, germany
48.917194|11.407995|Grasbergstollen, bayern, germany
48.917194|11.407995|Dürrach, bayern, germany
47.588534|11.315171|Walchen, bayern, germany
47.588531|11.31517|Walchensee, bayern, germany
48.917194|11.407995|Krün KW, bayern, germany
47.794926|12.533549|Peternerbrücke, bayern, germany
48.513401|11.3826|Sachenbach, bayern, germany
47.748108|11.579933|Gaißach, bayern, germany
47.835171|11.53593|Bairawies, bayern, germany
48.917194|11.407995|Garmisch o. d. Partnachmündung, bayern, germany
48.917194|11.407995|Garmisch u. d. Partnachmündung, bayern, germany
47.530022|11.111965|Farchant, bayern, germany
50.08911|9.143986|Eschenlohe Brücke, bayern, germany
47.657505|11.315405|Schlehdorf, bayern, germany
47.63271|11.34409|Altjoch Kochel, bayern, germany
48.917194|11.407995|Kochelseeschleuse OW, bayern, germany
48.917194|11.407995|Kochelseeschleuse, bayern, germany
47.658932|11.36807|Kochel, bayern, germany
47.76503|11.40247|Maxkron, bayern, germany
47.827629|11.41258|Beuerberg, bayern, germany
47.5|11.1167|Partenkirchen, bayern, germany
47.794926|12.533549|Silberackersteg, bayern, germany
47.488659|11.17714|Kaltenbrunn, bayern, germany
47.73296|11.30799|Dürnhausen, bayern, germany
47.76503|11.40247|Maxkron, bayern, germany
48.917194|11.407995|Bruggen, bayern, germany
48.917194|11.407995|München Himmelreichbrücke, bayern, germany
48.917194|11.407995|München Tierärztl. Hochschule, bayern, germany
48.400795|11.743765|Freising, bayern, germany
48.400795|11.743765|Freising, bayern, germany
48.322262|11.845703|Oberding, bayern, germany
47.813671|12.4919|Stegen, bayern, germany
47.813671|12.4919|Stegen, bayern, germany
48.127555|11.15958|Grafrath, bayern, germany
48.178546|11.254955|Fürstenfeldbruck, bayern, germany
48.304958|11.48851|Ampermoching, bayern, germany
48.839081|12.25073|Inkofen, bayern, germany
47.794926|12.533549|Neumühlschwaig, bayern, germany
48.46796|11.93577|Moosburg, bayern, germany
48.917194|11.407995|Moosburg Q, bayern, germany
47.598388|11.064467|Oberammergau, bayern, germany
47.799199|11.063983|Peißenberg, bayern, germany
47.838879|11.14466|Weilheim, bayern, germany
47.647659|10.97562|Unternogg, bayern, germany
47.692329|11.11757|Obernach, bayern, germany
48.719354|11.111248|Oberhausen, bayern, germany
47.698585|11.233954|Riegsee, bayern, germany
47.911434|11.108625|Raisting, bayern, germany
47.998791|11.17619|Herrsching, bayern, germany
47.982449|10.99521|Obermühlhausen, bayern, germany
48.917194|11.407995|Oberfinning Seepegel, bayern, germany
48.917194|11.407995|Oberfinning Werksabfluss, bayern, germany
48.033329|11.01667|Unterfinning, bayern, germany
48.071732|11.083121|Greifenberg, bayern, germany
47.982449|10.99521|Obermühlhausen, bayern, germany
48.259414|11.434344|Dachau, bayern, germany
48.259017|11.36477|Bergkirchen, bayern, germany
47.99959|11.342172|Starnberg, bayern, germany
48.0294|11.36909|Leutstetten, bayern, germany
48.164435|11.475405|Obermenzing, bayern, germany
47.905062|11.276509|Tutzing, bayern, germany
47.99959|11.342172|Starnberg, bayern, germany
47.99947|11.36319|Percha, bayern, germany
48.308784|11.199499|Odelzhausen, bayern, germany
48.308784|11.199499|Odelzhausen (neu), bayern, germany
48.422975|11.523823|Hohenkammer, bayern, germany
48.515676|11.897399|Mauern, bayern, germany
50.37485|11.77903|Berg, bayern, germany
48.917194|11.407995|Erding Stadtwehr, bayern, germany
48.318722|11.92331|Langengeisling, bayern, germany
48.318722|11.92331|Langengeisling, bayern, germany
48.413898|11.9795|Appolding, bayern, germany
47.794926|12.533549|Operding, bayern, germany
49.437642|12.583596|Tiefenbach, bayern, germany
48.556848|12.108017|Altdorf, bayern, germany
48.734738|12.751097|Wallersdorf, bayern, germany
52.574265|14.49274|Golzow, brandenburg, germany
52.37265|12.50559|Brandenburg-Wilhelmsdorf, brandenburg, germany
53.201012|12.02596|Lockstädt, brandenburg, germany
52.458466|13.017505|Wenzlow, Forellenanlage, brandenburg, germany
52.458466|13.017505|Bergerdamm, Wehr OP, brandenburg, germany
52.458466|13.017505|Rhinsmühlen, Wehr OP, brandenburg, germany
53.371632|13.69283|Wittstock, brandenburg, germany
52.458466|13.017505|Lentzker Mühle OP, brandenburg, germany
52.458466|13.017505|Küstrinchen, Wehr UP, brandenburg, germany
52.955565|11.944645|Bad Wilsnack, brandenburg, germany
53.192181|13.14353|Ravensbrück, brandenburg, germany
52.458466|13.017505|Blankensee, Wehr OP, brandenburg, germany
52.341679|14.55432|Frankfurt (Oder), brandenburg, germany
52.458466|13.017505|Reitwein, Überleitung OP, brandenburg, germany
52.458466|13.017505|Reitwein, Überleitung UP, brandenburg, germany
52.574265|14.49274|Golzow, brandenburg, germany
52.458466|13.017505|Bahnitz, Schleuse OP, brandenburg, germany
53.148289|12.0085|Wolfshagen, brandenburg, germany
52.458466|13.017505|Damm, Wehr lll OP, brandenburg, germany
51.89756|14.51379|Babelsberg-Drewitz, brandenburg, germany
52.458466|13.017505|Fehrbellin, Wehr 19 OP, brandenburg, germany
53.081131|11.62512|Gadow, brandenburg, germany
52.458466|13.017505|Jüterbog, Rückhaltebecken Einlauf, brandenburg, germany
53.311851|12.242109|Meyenburg, brandenburg, germany
52.458466|13.017505|Perleberg, Schule, brandenburg, germany
52.458466|13.017505|Sachsenhausen Sohlabsturz, brandenburg, germany
52.458466|13.017505|Wulkow, Pegel 1, Wehr OP, brandenburg, germany
52.449902|13.755234|Woltersdorf II, brandenburg, germany
52.994795|11.7528|Wittenberge, brandenburg, germany
52.458466|13.017505|Woltersdorf I, Wehr OP, brandenburg, germany
52.458466|13.017505|Gröben, Wehr OP, brandenburg, germany
52.458466|13.017505|Grütz, Schleuse OP, brandenburg, germany
52.458466|13.017505|Hohenofen, Wehr OP, brandenburg, germany
52.475054|12.845513|Ketzin, brandenburg, germany
52.458466|13.017505|Brandenburg, Vorstadtschleuse OP, brandenburg, germany
52.458466|13.017505|Rathenow, Hauptschleuse OP, brandenburg, germany
52.458466|13.017505|Rathenow, Hauptschleuse UP, brandenburg, germany
52.408494|12.562564|Wusterhausen, Pegel 12, brandenburg, germany
52.458466|13.017505|Garz, Schleuse OP, brandenburg, germany
52.368389|12.54763|Göttin, brandenburg, germany
53.09071|11.47466|Lenzen, brandenburg, germany
53.117809|11.9022|Groß Linde, brandenburg, germany
52.458466|13.017505|Golzow, Wehr OP, brandenburg, germany
52.458466|13.017505|Pritzwalk, Hainholz, brandenburg, germany
52.03883|14.32494|Trebitz, brandenburg, germany
52.424931|12.634909|Havelberg, brandenburg, germany
52.463829|13.98498|Neue Mühle, brandenburg, germany
52.408494|12.562564|Prierow 2, brandenburg, germany
52.458466|13.017505|Schildow-Neu, brandenburg, germany
51.569072|14.373491|Spremberg, brandenburg, germany
52.458466|13.017505|Talsperre Spremberg Beckenpegel, brandenburg, germany
52.458466|13.017505|Bräsinchen Hauptabflusspegel, brandenburg, germany
52.199022|12.774535|Cottbus Sandower Brücke, brandenburg, germany
52.458466|13.017505|Lübben Zusammenfluss, brandenburg, germany
52.458466|13.017505|Leibsch Spreewehr Nr.207a UP, brandenburg, germany
52.458466|13.017505|Beeskow Spreeschleuse UP, brandenburg, germany
52.408494|12.562564|Große Tränke Wehr UP 2, brandenburg, germany
52.391941|13.7702|Hohenbinde, brandenburg, germany
51.937199|13.85842|Treppendorf, brandenburg, germany
52.408494|12.562564|Goyatz 1, brandenburg, germany
52.305886|14.242046|Kersdorf Schleuse OP, brandenburg, germany
52.305886|14.242046|Kersdorf Schleuse UP, brandenburg, germany
52.458466|13.017505|Rhinow, Wehr UP, brandenburg, germany
52.458466|13.017505|Golzow, Wehr UP, brandenburg, germany
52.458466|13.017505|Prenzlau, Wehr UP, brandenburg, germany
52.068249|14.75007|Ratzdorf, brandenburg, germany
52.458466|13.017505|Eisenhüttenstadt, Schachtschleuse UP, brandenburg, germany
52.139763|14.635067|Eisenhüttenstadt, brandenburg, germany
52.168221|14.25012|Kietz, brandenburg, germany
52.408494|12.562564|Frankfurt (Oder) 1, brandenburg, germany
52.673889|14.43817|Kienitz, brandenburg, germany
52.847032|13.689928|Hohensaaten-Finow, brandenburg, germany
52.458466|13.017505|Hohensaaten, Ostschleuse OP, brandenburg, germany
52.993301|14.17301|Stützkow, brandenburg, germany
52.458466|13.017505|Schwedt, Oderbrücke, brandenburg, germany
52.458466|13.017505|Schwedt, Schleuse OP, brandenburg, germany
53.208179|14.39224|Gartz, brandenburg, germany
53.2469|14.430365|Mescherin, brandenburg, germany
52.458466|13.017505|Hohensaaten, Westschleuse OP, brandenburg, germany
52.458466|13.017505|Hohensaaten, Westschleuse UP, brandenburg, germany
52.458466|13.017505|Schwedt, Schleuse UP, brandenburg, germany
52.795021|13.27559|Friedrichsthal, brandenburg, germany
51.672909|14.74525|Klein Bademeusel, brandenburg, germany
52.408494|12.562564|Guben 2, brandenburg, germany
52.408494|12.562564|Biehlen 1, brandenburg, germany
51.494045|13.759935|Lauchhammer, brandenburg, germany
51.515375|13.395945|Bad Liebenwerda, brandenburg, germany
51.693459|13.23141|Herzberg, brandenburg, germany
51.376113|13.756585|Ortrand, brandenburg, germany
52.458466|13.017505|Bochowsloos, Wehr OP, brandenburg, germany
52.458466|13.017505|Bochowsloos, Wehr UP, brandenburg, germany
52.458466|13.017505|Eisenhüttenstadt, Schachtschleuse OP, brandenburg, germany
52.458466|13.017505|Müllrose, Freiarche, brandenburg, germany
52.458466|13.017505|Finkenheerd, Deichsiel OP, brandenburg, germany
52.458466|13.017505|Finkenheerd, Düker OP, brandenburg, germany
52.458466|13.017505|Finkenheerd, Düker UP, brandenburg, germany
52.86763|13.85432|Neuehütte, brandenburg, germany
52.643205|14.360225|Gusow, Str. n. Letschin, brandenburg, germany
52.458466|13.017505|Manschnow UP, brandenburg, germany
53.271715|14.35057|Tantow, brandenburg, germany
52.458466|13.017505|Ueckermünde, brandenburg, germany
52.458466|13.017505|Hardenbeck, Wehr UP, brandenburg, germany
52.408494|12.562564|Koserow, brandenburg, germany
52.458466|13.017505|Eisenhüttenstadt, Schöpfwerk AP, brandenburg, germany
52.458466|13.017505|Eisenhüttenstadt, Schöpfwerk BP, brandenburg, germany
52.458466|13.017505|Brieskow, Schleuse OP, brandenburg, germany
52.458466|13.017505|Brieskow, Schleuse UP, brandenburg, germany
52.458466|13.017505|Frankfurt (Oder), Beckmannstraße, brandenburg, germany
52.458466|13.017505|Parsteinwerder, brandenburg, germany
52.833965|13.81269|Eberswalde, brandenburg, germany
52.458466|13.017505|Werbig, Eisenbahnbrücke, brandenburg, germany
52.693115|14.159745|Bliesdorf, brandenburg, germany
52.458466|13.017505|Wriezen, Hafen, brandenburg, germany
52.458466|13.017505|Neutornow, Schöpfwerk AP, brandenburg, germany
52.458466|13.017505|Manschnow, Wehr OP, brandenburg, germany
52.458466|13.017505|Manschnow, Wehr UP, brandenburg, germany
52.458466|13.017505|Golzow, Straßenbrücke UP, brandenburg, germany
52.56934|14.40316|Neulangsow, brandenburg, germany
52.572102|14.35419|Gusow, brandenburg, germany
52.458466|13.017505|Buckow, Parkbrücke, brandenburg, germany
52.458466|13.017505|Reitwein, Wehr Triftweg OP, brandenburg, germany
52.458466|13.017505|Reitwein, Wehr Triftweg UP, brandenburg, germany
52.458466|13.017505|Zechin, Wehr OP, brandenburg, germany
52.458466|13.017505|Zechin, Wehr UP, brandenburg, germany
53.126492|14.14782|Herrenhof, brandenburg, germany
52.458466|13.017505|Solikante, Wehr OP, brandenburg, germany
52.458466|13.017505|Kienitz, Heberleitung UP, brandenburg, germany
52.458466|13.017505|Kienitz-Nord, Venturi, brandenburg, germany
52.458466|13.017505|Neutornow, Schöpfwerk BP, brandenburg, germany
52.78809|14.24943|Zollbrücke, brandenburg, germany
52.458466|13.017505|Alttornow, Schöpfwerk BP, brandenburg, germany
52.458466|13.017505|Alttornow, Schöpfwerk AP, brandenburg, germany
53.007072|13.119805|Schönermark, brandenburg, germany
52.458466|13.017505|Blumenhagen, Neue Mühle OP, brandenburg, germany
52.458466|13.017505|Blumenhagen, Neue Mühle UP, brandenburg, germany
53.159309|13.84332|Suckow, brandenburg, germany
53.26429|13.6071|Boitzenburg, brandenburg, germany
53.40583|13.911481|Göritz, brandenburg, germany
53.148289|12.0085|Wolfshagen, brandenburg, germany
53.486752|13.86164|Wilsickow, brandenburg, germany
52.458466|13.017505|Güstebieser Loose, Überleitung UP, brandenburg, germany
52.458466|13.017505|Güstebieser Loose, Überleitung OP, brandenburg, germany
52.458466|13.017505|Genthin, brandenburg, germany
52.458466|13.017505|Tangermünde, brandenburg, germany
52.458466|13.017505|Torgau, brandenburg, germany
52.458466|13.017505|Barby, brandenburg, germany
52.458466|13.017505|Neue Mühle Schleuse UP, brandenburg, germany
52.399355|13.047931|Potsdam, brandenburg, germany
48.661804|9.003595|Diepoldsau, bw, germany
48.661804|9.003595|Seltmans, bw, germany
47.717602|10.0544|Rengers, bw, germany
47.707039|9.8335|Beutelsau, bw, germany
48.661804|9.003595|Zwirkenberg, bw, germany
47.683331|9.86667|Epplings, bw, germany
47.684059|9.8976|Gießen, bw, germany
47.900002|9.6833|Durlesbach, bw, germany
48.661804|9.003595|Rainpadent, bw, germany
47.680752|9.52965|Gerbertshaus, bw, germany
47.651951|9.4764|Friedrichshafen, bw, germany
47.651951|9.4764|Friedrichshafen, bw, germany
48.661804|9.003595|Uhldingen, bw, germany
47.819851|8.96632|Wahlwies, bw, germany
47.819851|8.96632|Wahlwies, bw, germany
47.663849|9.17758|Konstanz, bw, germany
47.74493|8.97017|Radolfzell, bw, germany
47.843071|8.8497|Aach, bw, germany
47.732311|8.83715|Rielasingen, bw, germany
47.663849|9.17758|Konstanz, bw, germany
48.683632|9.27892|Neuhausen, bw, germany
48.661804|9.003595|Rekingen, bw, germany
47.582031|8.10701|Hauenstein, bw, germany
47.559448|7.78875|Rheinfelden, bw, germany
48.661804|9.003595|Basel Rheinhalle, bw, germany
47.710129|7.53324|Rheinweiler, bw, germany
48.035135|7.5879|KW Breisach, bw, germany
48.028198|7.5821|Breisach, bw, germany
48.292351|7.74182|Kappel, bw, germany
48.465191|7.81399|Altenheim, bw, germany
48.560749|7.81326|Kehl-Kronenhof, bw, germany
48.882488|8.15649|Plittersdorf, bw, germany
48.661804|9.003595|Lauterbourg, bw, germany
49.039719|8.31222|Maxau, bw, germany
48.661804|9.003595|Speyer, bw, germany
49.486511|8.46678|Mannheim, bw, germany
48.661804|9.003595|Worms, bw, germany
48.146179|9.40671|Andelfingen, bw, germany
47.838631|8.44464|Ewattingen, bw, germany
47.72036|8.42708|Eberfingen, bw, germany
48.197659|7.67621|Weisweil, bw, germany
47.686069|9.42468|Riedern, bw, germany
48.25061|8.81481|Erzingen, bw, germany
47.620361|8.32685|Oberlauchringen, bw, germany
48.661804|9.003595|Untersiggenthal-Sti., bw, germany
47.76144|8.12792|St. Blasien, bw, germany
48.34721|8.06609|Zell, bw, germany
47.59198|7.60479|Basel, bw, germany
47.626999|7.58103|Märkt, bw, germany
47.855309|7.78695|Untermünstertal, bw, germany
47.9156|7.74081|Oberambringen, bw, germany
48.639|8.09181|Sasbach, bw, germany
47.798161|8.30605|Ebnet, bw, germany
48.661804|9.003595|Bleibach-WKA, bw, germany
48.102779|8.04838|Simonswald, bw, germany
48.250511|8.21021|Gutach, bw, germany
48.661804|9.003595|Riegel-Pumpwerksteg, bw, germany
48.150558|7.7507|Riegel, bw, germany
48.661804|9.003595|Rheinhausen BW6_16, bw, germany
48.661804|9.003595|Rheinhausen PW, bw, germany
48.26873|7.72571|Rust, bw, germany
48.385929|7.75477|Ottenheim, bw, germany
48.661804|9.003595|Illentlastung, bw, germany
48.292431|7.95069|Wittelbach, bw, germany
48.340172|7.87603|Lahr, bw, germany
48.31105|8.37253|Schenkenzell, bw, germany
48.267342|8.36541|Hinterlehengericht, bw, germany
48.317402|8.21698|Oberwolfach, bw, germany
48.302891|8.22076|Wolfach, bw, germany
48.250511|8.21021|Gutach, bw, germany
48.284222|8.17189|Hausach, bw, germany
48.34721|8.06609|Zell am Harmersbach, bw, germany
48.09893|9.79281|Biberach, bw, germany
48.392391|8.03268|Schwaibach, bw, germany
48.495731|8.14144|Ramsbach, bw, germany
48.5312|8.07823|Oberkirch, bw, germany
48.59087|8.11791|Kappelrodeck, bw, germany
48.699692|8.1608|Altschweier, bw, germany
48.510509|8.37142|Baiersbronn, bw, germany
48.600208|8.38663|Schwarzenberg, bw, germany
48.606361|8.36092|Schönmünzach, bw, germany
48.810879|8.30894|Bad Rotenfels, bw, germany
48.661804|9.003595|Rastatt Hindenburgbrücke, bw, germany
48.762699|8.24091|Baden-Baden, bw, germany
48.942471|8.40245|Ettlingen, bw, germany
49.003891|8.52712|Berghausen, bw, germany
49.12389|8.60103|Bruchsal, bw, germany
49.161789|8.63217|Ubstadt, bw, germany
49.29504|8.70178|Wiesloch, bw, germany
49.554951|8.67068|Weinheim, bw, germany
48.661804|9.003595|Weinheim-SKA, bw, germany
48.167858|8.6275|Rottweil, bw, germany
48.290539|8.57249|Oberndorf, bw, germany
48.44611|8.69174|Horb, bw, germany
48.531731|9.14846|Kirchentellinsfurt, bw, germany
48.661804|9.003595|Wendlingen-Kläranlage, bw, germany
48.709599|9.41813|Plochingen, bw, germany
48.877079|9.27249|Neckargröningen, bw, germany
48.661804|9.003595|Besigheim SKA, bw, germany
49.073929|9.15502|Lauffen, bw, germany
49.19252|9.22512|Neckarsulm, bw, germany
48.661804|9.003595|Kochendorf OW Schleuse, bw, germany
49.24445|9.16368|Offenau, bw, germany
48.661804|9.003595|Gundelsheim-UP, bw, germany
49.300491|9.14257|Haßmersheim, bw, germany
48.661804|9.003595|Rockenau-SKA, bw, germany
49.418758|8.75688|Ziegelhausen (US), bw, germany
48.661804|9.003595|Heidelberg-Karlstor, bw, germany
48.661804|9.003595|Mannheim Neckar, bw, germany
48.661804|9.003595|Horgen-Kläranlage, bw, germany
48.163239|8.661|Göllsdorf, bw, germany
48.661804|9.003595|Schömberg-Zulauf, bw, germany
48.371861|8.57782|Hopfau, bw, germany
48.27314|8.84929|Balingen, bw, germany
47.809818|9.17351|Owingen, bw, germany
48.34684|8.77587|Gruol, bw, germany
48.4039|8.77806|Bad Imnau, bw, germany
48.382019|8.88544|Rangendingen, bw, germany
48.520359|9.04911|Tübingen, bw, germany
48.531731|8.9606|Pfäffingen, bw, germany
48.515339|9.15078|Wannweil, bw, germany
48.559078|9.26834|Riederich, bw, germany
48.638161|9.32588|Oberensingen, bw, germany
48.561699|9.46261|Unterlenningen, bw, germany
48.67247|9.37923|Wendlingen, bw, germany
48.624599|9.82823|Geislingen, bw, germany
48.624599|9.82823|Geislingen, bw, germany
48.69046|9.738|Salach, bw, germany
48.709599|9.41813|Plochingen, bw, germany
48.797001|9.79535|Schwäbisch Gmünd, bw, germany
48.82645|9.54995|Haubersbronn, bw, germany
47.917349|9.46583|Schorndorf-Bauhof, bw, germany
48.80368|9.52891|Schorndorf, bw, germany
48.661804|9.003595|Beutelsbach-Bad, bw, germany
47.912609|8.2131|Neustadt, bw, germany
48.98315|9.45862|Oppenweiler, bw, germany
48.965759|9.2785|Steinheim, bw, germany
48.961861|9.25904|Murr, bw, germany
48.661804|9.003595|Erzgrube-Zulauf, bw, germany
48.585751|8.60074|Altensteig, bw, germany
48.552059|8.72308|Nagold, bw, germany
48.714352|8.74034|Calw, bw, germany
48.890129|8.70025|Pforzheim, bw, germany
48.968769|9.92533|Lautenhof, bw, germany
48.804859|8.58364|Höfen, bw, germany
48.78175|8.51978|Eyachmühle, bw, germany
48.846439|8.58861|Neuenbürg, bw, germany
48.890129|8.70025|Pforzheim, bw, germany
48.47789|8.74879|Eutingen, bw, germany
48.933819|8.96041|Vaihingen, bw, germany
48.915409|9.06461|Talhausen, bw, germany
48.998981|9.14123|Besigheim, bw, germany
48.822239|9.08982|Hausen, bw, germany
49.170052|9.26912|Erlenbach, bw, germany
47.65|8|Stefansweiler Mühle, bw, germany
48.892811|10.00676|Abtsgmünd, bw, germany
48.903912|9.96653|Wöllstein, bw, germany
48.986229|9.74183|Mittelrot, bw, germany
49.000809|9.76995|Gaildorf, bw, germany
49.040878|9.90912|Bühlertann, bw, germany
49.265282|9.75967|Kocherstetten, bw, germany
49.287258|9.56216|Forchtenberg, bw, germany
48.661804|9.003595|Ohrnberg-Ohrnwiesen, bw, germany
48.661804|9.003595|Ohrnberg-Ort, bw, germany
49.236832|9.32711|Neuenstadt, bw, germany
48.371712|8.94|Stein, bw, germany
49.224659|9.21851|Kochendorf, bw, germany
48.928268|10.1393|Schwabsberg, bw, germany
49.030571|10.09845|Jagstzell, bw, germany
49.223259|9.90255|Elpershofen, bw, germany
49.38345|9.707|Dörzbach, bw, germany
49.380451|9.38438|Sennfeld, bw, germany
49.323792|9.24133|Allfeld, bw, germany
49.267429|9.22173|Untergriesheim, bw, germany
49.355049|9.14623|Mosbach, bw, germany
49.321671|8.81557|Meckesheim, bw, germany
49.320202|8.86825|Eschelbronn, bw, germany
47.95113|8.50052|Donaueschingen, bw, germany
48.274429|9.63006|Kirchen-Hausen, bw, germany
48.661804|9.003595|Möhringen-Espenbrücke, bw, germany
48.04985|8.96978|Beuron, bw, germany
48.085972|9.21759|Sigmaringen, bw, germany
48.07729|9.3981|Hundersingen, bw, germany
47.814529|9.59543|Berg, bw, germany
48.661804|9.003595|Neu Ulm-Bad Held, bw, germany
47.95113|8.50052|Donaueschingen, bw, germany
47.983299|8.3167|Hammereisenbach, bw, germany
48.661804|9.003595|Maria Tann, bw, germany
48.056671|8.45912|Villingen, bw, germany
47.95113|8.50052|Donaueschingen, bw, germany
48.7244|9.14668|Möhringen, bw, germany
47.985882|8.81897|Tuttlingen, bw, germany
48.020679|8.93109|Fridingen, bw, germany
47.714581|7.77518|Ebingen, bw, germany
48.092861|9.15221|Unterschmeien, bw, germany
48.249271|9.21482|Gammertingen, bw, germany
48.083309|9.2756|Laucherthal, bw, germany
48.010891|9.15825|Menningen, bw, germany
47.994579|9.22422|Bittelschieß, bw, germany
48.047291|9.32715|Mengen, bw, germany
48.047291|9.32715|Mengen, bw, germany
48.047291|9.32715|Mengen (Add.), bw, germany
47.969372|9.36648|Jettkofen, bw, germany
48.098919|9.46301|Ertingen, bw, germany
48.16785|9.52238|Unlingen, bw, germany
48.255112|9.58146|Lauterach, bw, germany
48.203972|9.69006|Unterstadion, bw, germany
48.29916|9.72086|Ehingen-Berkach, bw, germany
48.06464|9.82817|Ummendorf, bw, germany
48.038139|9.80207|Schweinhausen, bw, germany
48.12645|9.79755|Warthausen, bw, germany
48.23333|9.83333|Niederkirch, bw, germany
48.229439|9.88466|Laupheim, bw, germany
47.77076|9.90959|Goppertshofen, bw, germany
48.229439|9.88466|Laupheim, bw, germany
48.661804|9.003595|Spindelwag-Zulauf, bw, germany
48.661804|9.003595|Hirschbronn-Zulauf, bw, germany
48.013699|10.03035|Rot an der Rot, bw, germany
48.061798|10.05237|Binnrot, bw, germany
48.25959|9.89786|Achstetten, bw, germany
47.824799|9.93606|Sonthofen, bw, germany
48.661804|9.003595|Kempten, bw, germany
47.760578|10.07098|Friesenhofen, bw, germany
47.866669|10.03333|Lauben, bw, germany
48.352291|9.97341|Wiblingen, bw, germany
48.661804|9.003595|Blaubeuren-1, bw, germany
48.413029|9.78166|Blaubeuren, bw, germany
48.397141|9.98787|Ulm, bw, germany
48.63134|10.14949|Bolheim, bw, germany
48.661804|9.003595|Bächingen, bw, germany
48.85973|10.3519|Bopfingen, bw, germany
48.661804|9.003595|Schweinfurt Neuer Hafen, bw, germany
48.661804|9.003595|Würzburg, bw, germany
49.599998|9.65|Steinbach, bw, germany
49.758671|9.51735|Wertheim, bw, germany
48.661804|9.003595|Faulbach, bw, germany
49.75145|9.32533|Freudenberg, bw, germany
49.60804|9.47457|Hardheim, bw, germany
